2063,5.0,4.0,2.0,2.0,3.0,,,2.0,,5.0,3.0,,4.0,,,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,,,4.0,4.0,3.0,4.0,,3.0,5.0,,3.0,4.0,4.0,,,5.0,3.0,4.0,4.0,,,,5.0,,,1.0,,5.0,,,3.0,,,,4.0,2.0,1.0,4.0,,,2.0,,4.0,,,,,2.0,,,2.0,,,,3.0,,,5.0,,3.0,,4.0,,,3.0,,,,,,2.0,,4.0,,,,2.0,,3.0,,4.0,,,5.0,3.0,,,5.0,,4.0,,,2.0,,,,,,,2.0,,,,3.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,4.0,3.0,,,,,,,,3.0,,,,4.0,2.0,,,4.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2320,5.0,4.0,5.0,5.0,3.0,,5.0,3.0,4.0,5.0,5.0,,5.0,3.0,5.0,4.0,,,,,,4.0,,,,5.0,,4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,,,4.0,,5.0,,5.0,,4.0,5.0,5.0,4.0,,4.0,5.0,,4.0,,4.0,,5.0,3.0,4.0,,5.0,,,,3.0,,,5.0,,,,3.0,3.0,,,4.0,,,4.0,4.0,,4.0,,3.0,4.0,,4.0,4.0,,,,,,,3.0,,2.0,,4.0,2.0,3.0,,,4.0,4.0,,,5.0,,4.0,4.0,,,3.0,,,4.0,,,1.0,,,4.0,,,4.0,,,,,,,4.0,5.0,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
2626,4.0,4.0,,4.0,2.0,,,2.0,3.0,,3.0,,,,,,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,,3.0,,3.0,5.0,,3.0,,3.0,,2.0,,5.0,3.0,,,,,,,3.0,4.0,5.0,2.0,,4.0,,,,,,,3.0,3.0,4.0,,,,4.0,1.0,,4.0,4.0,,,,3.0,,,,,,,,3.0,,,4.0,,,4.0,,,,,,,,3.0,3.0,,,3.0,,,,,4.0,,2.0,,3.0,4.0,,2.0,,2.0,,4.0,,4.0,4.0,,,1.0,,,,4.0,,,2.0,4.0,,,,,,4.0,,,,,4.0,,5.0,,,,2.0,,,,4.0,,4.0,3.0,4.0,,,,,,,,,,,,2.0,,,4.0,,,5.0,,,3.0,,,,3.0,,,3.0,,5.0,,,,,3.0,,,,,,,4.0,,,,,,
2821,5.0,5.0,5.0,5.0,1.0,,3.0,1.0,5.0,5.0,4.0,,5.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,5.0,,,,5.0,,4.0,1.0,,,,2.0,3.0,,4.0,3.0,5.0,,5.0,5.0,,5.0,,,4.0,5.0,4.0,5.0,5.0,1.0,,,,5.0,4.0,,,,,3.0,,,5.0,,,,5.0,,,5.0,1.0,,3.0,,5.0,,4.0,,,,5.0,,4.0,,5.0,,,,,5.0,,,4.0,,,4.0,,,,,,4.0,,5.0,4.0,5.0,,,,1.0,,,5.0,,,,5.0,4.0,5.0,,,4.0,,2.0,,,,,,,5.0,,,,,,5.0,3.0,5.0,4.0,,3.0,,,,,,,,,3.0,,,,,5.0,5.0,,,,5.0,,,4.0,,,,,,,5.0,5.0,,1.0,,,,,,,,3.0,,,,,,3.0,,3.0
2854,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,4.0,4.0,4.0,,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,3.0,3.0,,4.0,,,,,,5.0,3.0,2.0,,4.0,,4.0,,,,3.0,5.0,,4.0,3.0,,3.0,4.0,4.0,,,,2.0,,4.0,,4.0,,,5.0,4.0,2.0,3.0,5.0,,,,,,,,,,5.0,,,5.0,,,3.0,,,,,,5.0,,,,,,5.0,,,,,4.0,,,4.0,,,,,,,5.0,,4.0,,5.0,,,,,,,,5.0,,,,5.0,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,4.0,,,,5.0,,2.0,,,5.0,,,5.0,,,,,4.0,,,,,,,,,,,,,5.0,5.0,,3.0,,,2.0,,5.0,,,,,,
3087,,,,,,,,,3.0,,,,,3.0,5.0,2.0,,,,,,4.0,,,,,,4.0,5.0,1.0,4.0,4.0,4.0,2.0,5.0,,,3.0,,3.0,,3.0,,,5.0,3.0,,,,,,,,,,,3.0,5.0,,5.0,,3.0,5.0,2.0,3.0,3.0,5.0,,,,5.0,,,,3.0,2.0,,,3.0,,3.0,4.0,,5.0,,5.0,5.0,,,,,,,4.0,4.0,,,3.0,,3.0,,5.0,,,,,,,5.0,,5.0,3.0,5.0,3.0,5.0,,3.0,,5.0,4.0,,,4.0,,,2.0,5.0,,,,,3.0,,3.0,,2.0,,3.0,,,,,3.0,,,,4.0,,5.0,,5.0,,,,,5.0,,5.0,,,5.0,5.0,3.0,5.0,5.0,,4.0,,,,,,,,,,1.0,4.0,,5.0,,5.0,,,,,,,,5.0,,5.0,,4.0,4.0,3.0,,,,
3097,5.0,4.0,,,3.0,,5.0,3.0,3.0,2.0,,,4.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,5.0,2.0,3.0,,4.0,,5.0,,5.0,5.0,,,,1.0,,4.0,,,3.0,1.0,,3.0,,,,,,,4.0,3.0,5.0,,5.0,,,2.0,3.0,,2.0,,,,,5.0,4.0,,4.0,,,,4.0,,,4.0,,,2.0,4.0,5.0,,5.0,,,,,,5.0,,,,5.0,4.0,,,,5.0,5.0,,,,5.0,,5.0,,,,,,5.0,4.0,,,,,,,,,3.0,,1.0,4.0,5.0,,,,,4.0,,,,,,,,,2.0,5.0,,,,5.0,5.0,,3.0,5.0,,,,,,,,,,3.0,,,,5.0,,2.0,,,,,,2.0,,,5.0,,,,,1.0,,,,,,,,5.0,,,,,,,,,,3.0
3103,,5.0,,5.0,3.0,,4.0,3.0,,4.0,4.0,,4.0,4.0,4.0,,,3.0,3.0,,,,3.0,3.0,4.0,,4.0,4.0,3.0,,,,5.0,,,,4.0,,,3.0,,4.0,3.0,,4.0,,,3.0,,3.0,,,,4.0,3.0,,5.0,3.0,4.0,,,,3.0,,,4.0,4.0,,,5.0,,,,,,4.0,,,,3.0,,,3.0,,3.0,,,,4.0,,,,4.0,2.0,,,,,,5.0,,4.0,,,,,,,,,,,,,5.0,4.0,4.0,,,,,,4.0,4.0,,3.0,,,5.0,,,,,4.0,,,,4.0,,,,,4.0,3.0,,,3.0,,,3.0,3.0,,2.0,,,,,3.0,,,3.0,,,,,,,3.0,,4.0,4.0,,,,3.0,4.0,,1.0,,,4.0,,,3.0,4.0,,2.0,,,,4.0,,,,4.0,,,3.0,,3.0
3139,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,,5.0,3.0,1.0,5.0,5.0,,3.0,3.0,,,3.0,,1.0,3.0,,4.0,4.0,4.0,4.0,5.0,2.0,4.0,,4.0,3.0,4.0,,,,5.0,3.0,,5.0,4.0,,2.0,,5.0,,3.0,,,3.0,,,,3.0,,5.0,,4.0,3.0,,4.0,,5.0,,4.0,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,4.0,3.0,,3.0,3.0,,4.0,5.0,,,,,,,,4.0,3.0,,3.0,,5.0,,,,3.0,4.0,,3.0,,,,,,,,,5.0,4.0,,,,3.0,5.0,,5.0,,,,,5.0,,,,,,,,2.0,,4.0,,,5.0,,,,,4.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,4.0,,,5.0,,,,
3222,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,2.0,5.0,,3.0,5.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,,,3.0,,3.0,,2.0,4.0,5.0,3.0,4.0,3.0,,5.0,4.0,,,3.0,,5.0,3.0,5.0,,3.0,3.0,3.0,5.0,4.0,,,5.0,3.0,,5.0,,,5.0,,,,3.0,5.0,,,,,,4.0,,,,5.0,,,,3.0,5.0,,4.0,,4.0,,,,4.0,4.0,,,,,,4.0,,5.0,,3.0,,,,,,,,,4.0,,3.0,3.0,4.0,,,,,,,,,,4.0,,5.0,,,,,3.0,2.0,,,,,,,,,3.0,,,,3.0,,5.0,,5.0,4.0,,,4.0,4.0,,,,,,,,4.0,5.0,3.0,,,4.0,,,4.0,,,4.0,,4.0,,,3.0,5.0,,,,,5.0,,,,,,,5.0,5.0,3.0,,4.0,,3.0
3263,,5.0,,5.0,5.0,,3.0,5.0,,5.0,4.0,,,5.0,4.0,5.0,,5.0,4.0,,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,,5.0,5.0,4.0,4.0,5.0,,,3.0,5.0,,5.0,,,5.0,,5.0,,,3.0,,4.0,,3.0,5.0,,,,5.0,,,2.0,,5.0,,,,,,1.0,,,4.0,,3.0,,3.0,,,,,5.0,,5.0,,5.0,,,,3.0,4.0,,,,,,,5.0,5.0,,,,,,,,,3.0,,,5.0,5.0,5.0,,,5.0,5.0,,,4.0,,,5.0,5.0,1.0,2.0,,,2.0,,,,,,,,,,,,4.0,,,4.0,4.0,4.0,5.0,,5.0,5.0,,,,4.0,,,,,5.0,,,,5.0,5.0,,,5.0,,3.0,,,2.0,2.0,,5.0,,,3.0,,,,,,,,,3.0,2.0,,3.0,,,,,,4.0,3.0
3464,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,,,,,,,,,5.0,5.0,,,3.0,,,2.0,5.0,,2.0,,,,2.0,,3.0,5.0,,,,5.0,,,5.0,5.0,,,,3.0,,,5.0,5.0,4.0,,5.0,,,3.0,,4.0,,5.0,4.0,5.0,,,,,5.0,5.0,,,,3.0,,,,,5.0,2.0,,,4.0,4.0,,,,,,3.0,,,,3.0,,,3.0,,,3.0,,,,5.0,,5.0,,,,5.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,4.0,,,,,,,,5.0,,,,,3.0,3.0,,,,5.0,,,,,,,,,5.0,,,,,5.0,,,,
3487,5.0,3.0,1.0,4.0,3.0,,,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,4.0,4.0,,3.0,5.0,4.0,3.0,4.0,2.0,,,4.0,3.0,3.0,,,5.0,4.0,4.0,4.0,,,,3.0,,2.0,3.0,5.0,3.0,,3.0,,,,,3.0,,,,4.0,,,,4.0,,,,,4.0,,,,,,,,4.0,,,,,,,,,4.0,,3.0,,,4.0,,,,3.0,3.0,,,,,,,,,,,5.0,,4.0,,4.0,,,4.0,,,4.0,3.0,,,,,,2.0,,,,5.0,,,,4.0,4.0,,3.0,,,,,,3.0,3.0,,,,,,2.0,,3.0,,,,,3.0,,,,,,,3.0,,,,,4.0,,,4.0,3.0,,,4.0,,,,,,,,4.0,3.0,,,,,3.0,,,,,4.0,4.0,,,,,,4.0,
3656,3.0,,1.0,,,,,,,,,,5.0,5.0,,4.0,2.0,,,1.0,,,,,,2.0,,,,,,,3.0,,3.0,,2.0,,5.0,,4.0,,4.0,2.0,,,,4.0,1.0,,,1.0,3.0,5.0,,2.0,3.0,,,,,5.0,4.0,2.0,2.0,,2.0,,,5.0,4.0,5.0,2.0,,,3.0,4.0,4.0,4.0,,,,3.0,,,,,,4.0,,,,3.0,,1.0,,3.0,3.0,,,,,4.0,2.0,,,2.0,5.0,,,5.0,,,4.0,3.0,,,,2.0,3.0,,,4.0,4.0,5.0,2.0,1.0,,4.0,,5.0,,,,,3.0,,,,,,4.0,,,4.0,,3.0,3.0,,,4.0,3.0,,5.0,,3.0,5.0,,2.0,,,,,,,,,,5.0,3.0,,,,,3.0,,,,,,3.0,,,4.0,4.0,,3.0,,,,,5.0,1.0,,,,,3.0,2.0,
3662,4.0,,4.0,,4.0,5.0,,,,4.0,,4.0,5.0,,4.0,5.0,4.0,,,,,,,,,,,,,,5.0,4.0,,1.0,,,4.0,,5.0,,4.0,5.0,5.0,4.0,,,,4.0,,,3.0,,,,,,,,5.0,,,4.0,5.0,3.0,,5.0,,5.0,4.0,5.0,4.0,4.0,,,4.0,3.0,,3.0,3.0,5.0,,5.0,,,5.0,,,,5.0,4.0,,,5.0,,,,5.0,,,,,4.0,,3.0,,4.0,5.0,,,,,,,4.0,3.0,5.0,,,,,,,,,4.0,4.0,,,5.0,,,,4.0,2.0,,,,,,,,,,,3.0,,,,5.0,5.0,,,3.0,,,,,4.0,4.0,,4.0,,4.0,4.0,5.0,4.0,,,,,,,4.0,,,5.0,4.0,,,,5.0,,,,3.0,,4.0,,,5.0,4.0,,,4.0,5.0,5.0,,5.0,,
3857,5.0,5.0,2.0,5.0,5.0,,,,,5.0,,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,,3.0,,,,,5.0,,,,,2.0,1.0,3.0,3.0,,,1.0,5.0,,1.0,,,,2.0,,4.0,4.0,3.0,,,2.0,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,3.0,5.0,,,,,5.0,,4.0,,4.0,,,,,,3.0,,3.0,4.0,,,,,,,,,,,2.0,,,,,3.0,,4.0,3.0,3.0,,,,3.0,,,,2.0,,,,,,,,2.0,,4.0,,,,,,,,,,,3.0,,,,,,,,3.0,,3.0,,,,,4.0,,,,,3.0,,,,4.0,4.0,,,,3.0,3.0,,,,4.0,,,,5.0,,2.0,,,,4.0,,,,3.0,4.0,,4.0,,
3922,5.0,5.0,,4.0,2.0,,5.0,1.0,3.0,5.0,,,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,,,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,4.0,,4.0,,,,,5.0,,,2.0,,,,,4.0,5.0,3.0,,4.0,,,,4.0,5.0,,,,4.0,,,,5.0,5.0,,1.0,4.0,,,,5.0,4.0,5.0,,5.0,,,4.0,,4.0,4.0,5.0,,,,4.0,,,5.0,4.0,,5.0,,,,4.0,4.0,,3.0,,5.0,,5.0,4.0,,,5.0,4.0,,,,,,,,4.0,,,4.0,4.0,,,,4.0,,,,,,,3.0,3.0,,,,5.0,,,4.0,5.0,,3.0,,,4.0,5.0,,,,,4.0,,,,,1.0,,5.0,,,,,,4.0,4.0,3.0,,4.0,5.0,5.0,,,3.0,,5.0,,,5.0,,,,,5.0,,,,,
3987,,1.0,1.0,5.0,5.0,,5.0,1.0,,5.0,5.0,,,5.0,5.0,,,1.0,5.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,5.0,,,,1.0,5.0,,5.0,5.0,5.0,,1.0,5.0,,1.0,1.0,5.0,5.0,1.0,,5.0,5.0,,,1.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,,,5.0,5.0,,1.0,5.0,5.0,,,5.0,5.0,5.0,,5.0,,4.0,,,,5.0,5.0,5.0,,5.0,,,5.0,,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,5.0,,5.0,,,,5.0,5.0,,,5.0,,5.0,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,5.0,,,5.0,5.0,5.0,5.0,,,,,,5.0,,,,,,,,,,,,5.0,,5.0,,,,,,,,5.0,,5.0,,,,5.0,,
4061,4.0,5.0,3.0,4.0,2.0,,,4.0,2.0,,5.0,3.0,,,,4.0,4.0,,,4.0,,4.0,,,,5.0,,,,3.0,4.0,3.0,4.0,1.0,,,5.0,2.0,5.0,5.0,,3.0,,,5.0,3.0,,,2.0,5.0,,2.0,,,,2.0,3.0,,,4.0,,2.0,,2.0,,,3.0,4.0,3.0,,,,,,,,,3.0,,,5.0,,,,5.0,,5.0,,,,,4.0,,1.0,,,,4.0,,1.0,4.0,,,2.0,,,,,4.0,,,,2.0,,5.0,4.0,3.0,,,1.0,,2.0,,,,,4.0,5.0,,,,3.0,5.0,,,4.0,,5.0,4.0,5.0,2.0,,3.0,5.0,,,,,,4.0,,,,,,5.0,,,,4.0,,,5.0,,3.0,,,3.0,,,,,4.0,,,,3.0,,,1.0,,5.0,,,,,,,,,,,,,,,,,,2.0
4088,5.0,5.0,4.0,5.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,,,,4.0,,3.0,,5.0,4.0,5.0,3.0,,2.0,4.0,5.0,5.0,,,,3.0,,4.0,5.0,,4.0,3.0,,,4.0,4.0,5.0,5.0,,,,3.0,4.0,,5.0,4.0,,,4.0,4.0,,3.0,,5.0,5.0,,,,5.0,4.0,,,,5.0,,,,5.0,,,,,,3.0,,,,,,3.0,3.0,4.0,,,,,,1.0,,,4.0,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,4.0,3.0,,,,5.0,,2.0,,5.0,,,,,5.0,4.0,,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,5.0,,,5.0,,,,,,,,,5.0,5.0,,,,,
